company_name,domain,website_clean,priority_tier,tier_name,business_type,market_region,estimated_employees,currency,monthly_revenue_display,monthly_revenue_numeric,opportunity_value_display,opportunity_value_numeric,overall_score,digital_maturity_score,technology_readiness,digital_opportunity,website_performance_score,website_accessibility_score,website_seo_score,website_best_practices_score,website_overall_score,website_status,needs_improvement,outreach_priority,primary_pain_point,urgency_level,estimated_monthly_impact,success_probability,follow_up_timeline,talking_point_1,talking_point_2,talking_point_3,discovery_query,discovery_date,discovery_source,enrichment_status,enrichment_mode,enrichment_timestamp,lead_status,assigned_to,contact_priority,follow_up_date,notes,created_date,last_modified
"Dental Services — Dentist & Orthodontist in Belltown, Seattle ...",thesmilespace.com › dental-services,https://thesmilespace.com,2,Tier 2 - Gold,Dental,"Seattle, WA",6,USD,"USD $65,000",65000.0,USD $180,180.17999999999998,0.861,49.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.65,24 hours,Website loading 50% slower than industry standard,Patient booking optimization typically increases appointments 15-25%,,"(""vancouver"" OR ""seattle"") ""dental practice"" ""book online"" -directory",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:39.129029,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.904439,2025-07-30T16:35:27.904439
BEST DENTISTRY,thebestdentistry.com,https://thebestdentistry.com,2,Tier 2 - Gold,Dental,"Seattle, WA",6,USD,"USD $65,000",65000.0,USD $197,196.56,0.861,49.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.65,24 hours,Website loading 50% slower than industry standard,Patient booking optimization typically increases appointments 15-25%,,"(""vancouver"" OR ""seattle"") ""dental practice"" ""book online"" -directory",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:40.151115,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.904439,2025-07-30T16:35:27.904439
Travel Consultation from Downtown Toronto Walk-In ...,sanomedclinic.ca › services,https://sanomedclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $138,137.98399999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:41.148174,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.904439,2025-07-30T16:35:27.904439
Book a Phone Consultation - Scarborough,townclinic.ca › phone-consultation,https://townclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:42.141954,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.906895,2025-07-30T16:35:27.906895
Explore medical services - UofT Student Life,studentlife.utoronto.ca › health & wellness,https://studentlife.utoronto.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:43.155972,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.906895,2025-07-30T16:35:27.906895
WELL Health Medical Centre - Toronto - Lawrence Ave W,torontocentralhealthline.ca › printservice,https://torontocentralhealthline.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:44.185770,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.906895,2025-07-30T16:35:27.906895
Westside Medical Clinic,centralhealthline.ca › displayservice,https://centralhealthline.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:45.175639,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.906895,2025-07-30T16:35:27.906895
Travel Advice,stclairmedical.ca › travel-advice,https://stclairmedical.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:46.178516,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.906895,2025-07-30T16:35:27.906895
Travel Medicine Appointments - Clinics,albanyclinic.ca › ... › travel medicine clinic,https://albanyclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:47.195467,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.907916,2025-07-30T16:35:27.907916
Book a Medical Appointment,townclinic.ca › book,https://townclinic.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $138,137.98399999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:48.199746,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.907916,2025-07-30T16:35:27.907916
Medical Record-Keeping,cpd.utoronto.ca › recordkeeping,https://cpd.utoronto.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:49.193777,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.908415,2025-07-30T16:35:27.908415
Buying a Medical Practice In Ontario – ranacharif.ca,ranacharif.ca › purchasing-a-medical-practice-in-...,https://ranacharif.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:50.241385,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.908415,2025-07-30T16:35:27.908415
Skin Vitality Medical Clinic Toronto,shop.skinvitality.ca › pages › skin-vitality-medic...,https://shop.skinvitality.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""toronto"" (""medical practice"" OR ""medical clinic"") ""consultation"" -hospital -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:51.198360,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.908415,2025-07-30T16:35:27.908415
Visage Rejuvenation Medical Aesthetic Clinic,visagewaterdown.ca,https://visagewaterdown.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:52.222210,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.908415,2025-07-30T16:35:27.908415
About Us | Medical Beauty Aesthetic Clinic,miraclebeauty.ca › about,https://miraclebeauty.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:53.245661,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.908415,2025-07-30T16:35:27.908415
Contact Us,mdbeautyclinic.ca › contact-us,https://mdbeautyclinic.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:54.209167,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.908415,2025-07-30T16:35:27.908415
Aafiyat Aesthetic clinic,will2well.ca › aafiyataesthetic,https://will2well.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:55.201885,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.908415,2025-07-30T16:35:27.908415
Premier Aesthetic Clinic in Kitchener Waterloo,skinrituals.ca › about,https://skinrituals.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:56.185270,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.908415,2025-07-30T16:35:27.908415
Medical Aesthetic Clinic London,kntr.ca › about-us,https://kntr.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:57.193147,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.909175,2025-07-30T16:35:27.909175
"Pattented Aesthetics | Mississauga, Ontario Beauty and ...",zipleaf.ca › gotowebsite,https://zipleaf.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:58.205994,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.909175,2025-07-30T16:35:27.909175
HIFU Skin Tightening - RxCosmetics Aesthetic Clinic,rxcosmetics.ca › hifu-1,https://rxcosmetics.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:32:59.189163,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.909533,2025-07-30T16:35:27.909533
body treatments,amourbeautyclinic.ca › body-shaping,https://amourbeautyclinic.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:00.191519,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.909533,2025-07-30T16:35:27.909533
Botox® Windsor | Healthy Image | Dr. Jerry Tan,healthyimage.ca › procedures › botox cosmetic™,https://healthyimage.ca,2,Tier 2 - Gold,Medical,"Ontario, CA",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:01.214862,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.909533,2025-07-30T16:35:27.909533
Action Sports Clinic - Your Health In Action - Sports Physio ...,actionsportsclinic.ca,https://actionsportsclinic.ca,2,Tier 2 - Gold,Medical,"Calgary, AB",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:02.220287,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.909969,2025-07-30T16:35:27.909969
Ascent Health & Sport Therapy: Calgary Sports Therapy Clinic,ascenthealth.ca,https://ascenthealth.ca,2,Tier 2 - Gold,Medical,"Calgary, AB",8,CAD,"CAD $80,000",80000.0,CAD $138,137.98399999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:03.223610,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.909969,2025-07-30T16:35:27.909969
The Edge Sport Physical Therapy,edgephysio.ca,https://edgephysio.ca,2,Tier 2 - Gold,Medical,"Calgary, AB",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:04.240865,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.909969,2025-07-30T16:35:27.909969
Physiotherapy Clinic Locations in Calgary,lifemark.ca › calgary,https://lifemark.ca,2,Tier 2 - Gold,Medical,"Calgary, AB",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:05.224839,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.910378,2025-07-30T16:35:27.910378
Sports Therapist & Injury Clinic in Calgary NW,brentwoodphysio.ca › treatments,https://brentwoodphysio.ca,2,Tier 2 - Gold,Medical,"Calgary, AB",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:06.233381,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.910378,2025-07-30T16:35:27.910378
Best Downtown Physiotherapist in Calgary,actionsportsclinic.ca › services › physiotherapy,https://actionsportsclinic.ca,2,Tier 2 - Gold,Medical,"Calgary, AB",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:07.237914,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.910378,2025-07-30T16:35:27.910378
Downtown Calgary Sports Medicine Clinic,towerphysio.ca › sports-therapy,https://towerphysio.ca,2,Tier 2 - Gold,Medical,"Calgary, AB",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:08.224653,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.910378,2025-07-30T16:35:27.910378
Montreal Chiropractor I Dr. Natasha Hayden BSc DC I ...,natashahayden.ca,https://natashahayden.ca,2,Tier 2 - Gold,Medical,"Montreal, QC",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:09.218053,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.910378,2025-07-30T16:35:27.910378
Find a CNAC Chiropractor,mycnac.ca › find-a-chiropractor,https://mycnac.ca,2,Tier 2 - Gold,Medical,"Montreal, QC",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:10.246201,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.910378,2025-07-30T16:35:27.910378
"Chiropratique & Neurologie Fonti- - Montréal, QC","medimap.ca › ... › chiropractors in montreal, qc",https://medimap.ca,2,Tier 2 - Gold,Medical,"Montreal, QC",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:11.265486,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.910378,2025-07-30T16:35:27.910378
Stockyards Medical Family Practice & Walk-In Clinic,torontocentralhealthline.ca › displayservice,https://torontocentralhealthline.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $125,125.43999999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:12.263122,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
WELL Health Medical Centre - MCI Six Points - Etobicoke - ...,mississaugahaltonhealthline.ca › displayservice,https://mississaugahaltonhealthline.ca,2,Tier 2 - Gold,Medical,"Toronto, ON",8,CAD,"CAD $80,000",80000.0,CAD $138,137.98399999999998,0.856,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6000.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:13.274307,new,,platinum,2025-08-01T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.911406,2025-07-30T16:35:27.911406
